user_id,edad,genero,nivel_ingresos,nivel_educativo,intereses,tipo_suscripcion,categoria_cliente,ubicacion,dispositivo,frecuencia_login
599,49,Prefiero no decir,Medio,Universidad,Deportes,Free,Oro,Rural,Tablet,Semanal
600,28,Masculino,Alto,Universidad,"Desarrollo Personal, Familia, Bienestar Mental",Free,Plata,Rural,Móvil,Mensual
601,30,Masculino,Alto,Universidad,Familia,Premium,Bronce,Suburbio,Tablet,Semanal
602,61,Prefiero no decir,Alto,Doctorado,Desarrollo Personal,Free,Oro,Rural,PC,Diaria
603,20,Prefiero no decir,Bajo,Doctorado,Nutrición,Free,Plata,Ciudad,Móvil,Semanal
604,26,Masculino,Bajo,Postgrado,"Salud, Deportes, Familia",Premium,Oro,Rural,PC,Mensual
605,32,Prefiero no decir,Medio,Universidad,"Nutrición, Deportes, Bienestar Mental",VIP,Plata,Ciudad,Tablet,Mensual
606,63,Prefiero no decir,Bajo,Universidad,Familia,Free,Plata,Ciudad,Tablet,Semanal
607,38,No Binario,Bajo,Secundaria,"Desarrollo Personal, Deportes",Premium,Plata,Suburbio,Tablet,Mensual
608,35,Femenino,Medio,Universidad,Desarrollo Personal,Premium,Oro,Suburbio,Tablet,Semanal
609,42,Prefiero no decir,Medio,Secundaria,Deportes,VIP,Oro,Rural,PC,Mensual
610,54,Femenino,Alto,Universidad,"Deportes, Bienestar Mental, Mascotas",VIP,Bronce,Ciudad,Móvil,Semanal
611,47,No Binario,Medio,Universidad,Nutrición,Free,Oro,Ciudad,Móvil,Mensual
612,38,No Binario,Bajo,Doctorado,"Nutrición, Mascotas",Free,Bronce,Rural,Tablet,Diaria
613,50,Femenino,Medio,Secundaria,Salud,VIP,Bronce,Rural,Tablet,Mensual
614,56,No Binario,Bajo,Secundaria,"Mascotas, Deportes, Familia",VIP,Oro,Rural,PC,Mensual
615,29,Femenino,Medio,Universidad,"Nutrición, Mascotas, Desarrollo Personal",Free,Oro,Suburbio,Tablet,Mensual
616,39,Prefiero no decir,Medio,Doctorado,"Deportes, Familia, Bienestar Mental",Premium,Oro,Ciudad,Tablet,Mensual
617,25,Prefiero no decir,Alto,Doctorado,"Desarrollo Personal, Nutrición",VIP,Bronce,Rural,Tablet,Diaria
618,43,Prefiero no decir,Medio,Universidad,"Salud, Familia",Free,Plata,Rural,Móvil,Mensual
619,51,Femenino,Medio,Universidad,"Salud, Mascotas, Deportes",Premium,Oro,Suburbio,Tablet,Semanal
620,32,Femenino,Alto,Secundaria,Bienestar Mental,VIP,Oro,Rural,Tablet,Diaria
621,53,Masculino,Bajo,Universidad,"Familia, Nutrición, Desarrollo Personal",VIP,Oro,Ciudad,Tablet,Semanal
622,56,Prefiero no decir,Alto,Universidad,"Bienestar Mental, Nutrición, Mascotas",Premium,Bronce,Ciudad,Tablet,Diaria
623,46,Prefiero no decir,Medio,Universidad,Deportes,Premium,Plata,Ciudad,Tablet,Mensual
624,35,Masculino,Alto,Universidad,Deportes,Premium,Bronce,Rural,Móvil,Mensual
625,53,Prefiero no decir,Medio,Secundaria,"Mascotas, Desarrollo Personal, Deportes",Premium,Plata,Ciudad,Móvil,Diaria
626,48,Femenino,Bajo,Postgrado,"Nutrición, Mascotas, Familia",VIP,Bronce,Suburbio,PC,Diaria
627,46,No Binario,Bajo,Secundaria,"Salud, Familia",VIP,Oro,Ciudad,Móvil,Diaria
628,47,No Binario,Alto,Postgrado,Familia,Free,Plata,Ciudad,Móvil,Semanal
629,64,Prefiero no decir,Bajo,Postgrado,"Nutrición, Salud",VIP,Oro,Rural,Móvil,Mensual
630,34,Femenino,Alto,Doctorado,"Salud, Deportes",Free,Bronce,Ciudad,PC,Diaria
631,58,Femenino,Medio,Universidad,"Mascotas, Nutrición",Free,Bronce,Rural,PC,Semanal
632,45,No Binario,Bajo,Postgrado,Deportes,Premium,Plata,Rural,Tablet,Semanal
633,43,No Binario,Medio,Postgrado,Salud,Premium,Oro,Rural,Móvil,Mensual
634,52,Prefiero no decir,Alto,Doctorado,"Mascotas, Familia",Premium,Plata,Ciudad,Tablet,Mensual
635,52,Prefiero no decir,Alto,Postgrado,Familia,Premium,Bronce,Ciudad,PC,Mensual
636,51,Femenino,Alto,Doctorado,"Salud, Desarrollo Personal",VIP,Bronce,Ciudad,Móvil,Mensual
637,29,Prefiero no decir,Bajo,Secundaria,"Familia, Deportes, Nutrición",Premium,Bronce,Rural,PC,Semanal
638,52,Prefiero no decir,Bajo,Doctorado,Familia,Free,Oro,Suburbio,PC,Semanal
639,60,Masculino,Alto,Universidad,Nutrición,Premium,Bronce,Suburbio,PC,Diaria
640,55,No Binario,Medio,Doctorado,Familia,Premium,Bronce,Rural,Móvil,Diaria
641,49,No Binario,Bajo,Doctorado,Bienestar Mental,Free,Oro,Ciudad,PC,Diaria
642,31,No Binario,Medio,Doctorado,"Familia, Salud, Bienestar Mental",VIP,Oro,Rural,Móvil,Diaria
643,19,Prefiero no decir,Bajo,Universidad,Familia,VIP,Bronce,Ciudad,Tablet,Mensual
644,54,Prefiero no decir,Medio,Doctorado,"Deportes, Mascotas, Salud",VIP,Plata,Ciudad,Tablet,Semanal
645,42,Prefiero no decir,Alto,Doctorado,"Familia, Deportes, Nutrición",Free,Bronce,Suburbio,Móvil,Semanal
646,47,Masculino,Bajo,Postgrado,"Nutrición, Salud, Mascotas",VIP,Plata,Rural,Tablet,Semanal
647,50,Femenino,Alto,Postgrado,Salud,VIP,Plata,Suburbio,Móvil,Mensual
648,25,Masculino,Alto,Universidad,"Desarrollo Personal, Familia, Bienestar Mental",Free,Oro,Suburbio,Tablet,Semanal
649,23,Masculino,Medio,Postgrado,"Nutrición, Desarrollo Personal",VIP,Plata,Suburbio,Tablet,Semanal
650,59,Femenino,Bajo,Secundaria,"Familia, Salud, Bienestar Mental",Premium,Plata,Rural,Móvil,Mensual
651,31,Prefiero no decir,Medio,Universidad,"Mascotas, Familia",VIP,Oro,Suburbio,Tablet,Mensual
652,34,No Binario,Alto,Postgrado,Salud,Free,Oro,Rural,Tablet,Diaria
653,55,Masculino,Bajo,Postgrado,"Bienestar Mental, Salud",Free,Oro,Ciudad,PC,Diaria
654,23,Femenino,Medio,Universidad,Desarrollo Personal,VIP,Plata,Rural,Tablet,Diaria
655,56,Femenino,Bajo,Postgrado,"Desarrollo Personal, Bienestar Mental",VIP,Plata,Suburbio,Tablet,Semanal
656,56,No Binario,Medio,Universidad,Salud,VIP,Plata,Ciudad,PC,Mensual
657,29,Femenino,Bajo,Universidad,"Familia, Salud, Nutrición",Free,Bronce,Ciudad,Tablet,Mensual
658,53,Masculino,Bajo,Doctorado,"Salud, Deportes, Familia",Free,Bronce,Rural,PC,Semanal
659,46,Prefiero no decir,Alto,Universidad,Desarrollo Personal,VIP,Plata,Suburbio,Móvil,Semanal
660,30,No Binario,Bajo,Secundaria,"Nutrición, Familia, Mascotas",Free,Bronce,Rural,PC,Semanal
661,30,Prefiero no decir,Medio,Secundaria,"Deportes, Salud",VIP,Bronce,Suburbio,PC,Semanal
662,33,Femenino,Medio,Postgrado,"Salud, Desarrollo Personal, Mascotas",VIP,Oro,Suburbio,PC,Semanal
663,43,Prefiero no decir,Bajo,Doctorado,Familia,VIP,Bronce,Rural,PC,Diaria
664,29,Prefiero no decir,Medio,Postgrado,"Familia, Salud",Premium,Plata,Suburbio,Móvil,Diaria
665,63,Prefiero no decir,Medio,Secundaria,Bienestar Mental,Premium,Plata,Suburbio,Móvil,Mensual
666,63,Prefiero no decir,Medio,Secundaria,"Mascotas, Salud",Free,Bronce,Ciudad,PC,Mensual
667,41,Prefiero no decir,Alto,Postgrado,Salud,Premium,Bronce,Rural,PC,Mensual
668,31,Femenino,Alto,Secundaria,Salud,VIP,Bronce,Rural,Móvil,Semanal
669,36,No Binario,Bajo,Universidad,"Bienestar Mental, Nutrición, Deportes",Premium,Bronce,Rural,PC,Diaria
670,39,Femenino,Alto,Secundaria,"Familia, Desarrollo Personal",Free,Bronce,Ciudad,PC,Semanal
671,40,Femenino,Alto,Universidad,"Salud, Nutrición",Free,Plata,Ciudad,Tablet,Diaria
672,35,Femenino,Medio,Postgrado,"Deportes, Salud, Bienestar Mental",VIP,Oro,Ciudad,Móvil,Mensual
673,41,Prefiero no decir,Alto,Doctorado,Desarrollo Personal,Premium,Bronce,Ciudad,PC,Semanal
674,36,Prefiero no decir,Medio,Universidad,Salud,VIP,Bronce,Rural,Tablet,Semanal
675,64,Prefiero no decir,Medio,Secundaria,Bienestar Mental,Premium,Bronce,Suburbio,Tablet,Diaria
676,25,Femenino,Alto,Postgrado,Salud,VIP,Oro,Rural,Móvil,Mensual
677,60,Masculino,Alto,Doctorado,Familia,Free,Oro,Ciudad,Tablet,Mensual
678,56,Femenino,Alto,Postgrado,"Mascotas, Salud",VIP,Bronce,Suburbio,Tablet,Diaria
679,50,No Binario,Bajo,Postgrado,"Familia, Deportes",VIP,Oro,Ciudad,Móvil,Diaria
680,26,Femenino,Bajo,Universidad,"Bienestar Mental, Deportes",VIP,Plata,Ciudad,Tablet,Mensual
681,37,Prefiero no decir,Bajo,Postgrado,"Nutrición, Bienestar Mental",Premium,Oro,Rural,Tablet,Mensual
682,44,Femenino,Medio,Doctorado,"Desarrollo Personal, Deportes, Nutrición",VIP,Plata,Rural,Móvil,Semanal
683,59,No Binario,Alto,Universidad,"Deportes, Bienestar Mental, Familia",VIP,Bronce,Suburbio,Tablet,Diaria
684,35,Femenino,Medio,Doctorado,"Familia, Bienestar Mental, Salud",VIP,Oro,Rural,Móvil,Mensual
685,48,Prefiero no decir,Bajo,Doctorado,"Nutrición, Familia",Premium,Plata,Rural,Tablet,Diaria
686,28,No Binario,Alto,Secundaria,"Mascotas, Bienestar Mental, Nutrición",VIP,Oro,Suburbio,PC,Semanal
687,58,Femenino,Alto,Postgrado,Desarrollo Personal,Premium,Plata,Suburbio,Móvil,Mensual
688,49,Masculino,Medio,Postgrado,"Mascotas, Bienestar Mental, Nutrición",Premium,Plata,Ciudad,Tablet,Mensual
689,35,Masculino,Alto,Universidad,"Mascotas, Desarrollo Personal",VIP,Oro,Rural,Tablet,Mensual
690,23,Prefiero no decir,Bajo,Secundaria,Deportes,Premium,Plata,Suburbio,PC,Diaria
691,46,No Binario,Medio,Secundaria,Deportes,Free,Bronce,Rural,Móvil,Diaria
692,43,Prefiero no decir,Bajo,Doctorado,"Desarrollo Personal, Salud, Nutrición",VIP,Oro,Ciudad,Móvil,Semanal
693,40,Femenino,Medio,Universidad,Familia,Premium,Plata,Ciudad,Tablet,Semanal
694,54,Prefiero no decir,Bajo,Universidad,Deportes,VIP,Bronce,Rural,PC,Mensual
695,26,Masculino,Alto,Secundaria,"Nutrición, Mascotas, Salud",Premium,Oro,Ciudad,Móvil,Diaria
696,20,No Binario,Alto,Universidad,"Deportes, Salud",Free,Plata,Ciudad,PC,Semanal
697,38,No Binario,Alto,Postgrado,Nutrición,Free,Bronce,Ciudad,Tablet,Semanal
698,22,Femenino,Medio,Doctorado,"Familia, Deportes, Nutrición",VIP,Oro,Ciudad,Móvil,Diaria
699,25,Masculino,Alto,Doctorado,Mascotas,VIP,Oro,Ciudad,PC,Semanal
700,54,Femenino,Medio,Universidad,"Nutrición, Deportes",VIP,Plata,Rural,PC,Semanal
701,38,Femenino,Medio,Universidad,"Desarrollo Personal, Mascotas, Familia",VIP,Bronce,Rural,Tablet,Mensual
702,22,Prefiero no decir,Bajo,Secundaria,"Mascotas, Deportes, Bienestar Mental",Premium,Oro,Rural,Móvil,Diaria
703,51,Masculino,Medio,Doctorado,"Mascotas, Salud",Free,Plata,Suburbio,Móvil,Mensual
704,57,No Binario,Alto,Postgrado,Nutrición,VIP,Oro,Suburbio,Móvil,Diaria
705,31,Femenino,Alto,Universidad,Nutrición,Premium,Oro,Suburbio,Móvil,Mensual
706,40,Femenino,Medio,Universidad,"Bienestar Mental, Salud, Mascotas",VIP,Plata,Ciudad,Tablet,Semanal
707,62,Femenino,Bajo,Doctorado,"Salud, Bienestar Mental, Nutrición",Free,Bronce,Suburbio,Tablet,Mensual
708,50,Masculino,Medio,Universidad,Bienestar Mental,Free,Plata,Ciudad,Tablet,Mensual
709,36,Femenino,Alto,Universidad,"Deportes, Salud, Desarrollo Personal",Premium,Plata,Ciudad,Móvil,Diaria
710,35,Femenino,Medio,Secundaria,"Familia, Deportes",Free,Oro,Rural,Tablet,Semanal
711,64,Masculino,Medio,Postgrado,"Nutrición, Salud, Mascotas",VIP,Oro,Ciudad,Tablet,Semanal
712,53,Femenino,Bajo,Postgrado,"Desarrollo Personal, Deportes",Premium,Bronce,Rural,Móvil,Semanal
713,28,Femenino,Medio,Universidad,"Deportes, Familia, Salud",VIP,Bronce,Ciudad,PC,Mensual
714,58,Prefiero no decir,Alto,Doctorado,"Familia, Bienestar Mental, Mascotas",Free,Bronce,Rural,Tablet,Diaria
715,28,No Binario,Bajo,Universidad,Familia,Premium,Oro,Ciudad,Móvil,Diaria
716,19,Masculino,Alto,Universidad,"Mascotas, Deportes",VIP,Oro,Ciudad,PC,Semanal
717,50,No Binario,Medio,Secundaria,"Nutrición, Bienestar Mental",VIP,Plata,Ciudad,Móvil,Diaria
718,27,No Binario,Bajo,Universidad,"Deportes, Salud, Familia",Premium,Plata,Rural,Tablet,Diaria
719,33,Prefiero no decir,Alto,Universidad,Bienestar Mental,Premium,Plata,Suburbio,Móvil,Mensual
720,28,No Binario,Alto,Secundaria,Mascotas,Free,Bronce,Ciudad,Tablet,Diaria
721,63,Prefiero no decir,Alto,Postgrado,"Mascotas, Bienestar Mental, Nutrición",Premium,Oro,Suburbio,Tablet,Semanal
722,44,Prefiero no decir,Alto,Secundaria,"Salud, Bienestar Mental",Free,Bronce,Suburbio,Tablet,Diaria
723,54,Masculino,Medio,Universidad,Deportes,Premium,Bronce,Ciudad,Tablet,Diaria
724,59,Femenino,Bajo,Universidad,Nutrición,Free,Plata,Rural,PC,Semanal
725,31,Femenino,Bajo,Postgrado,"Mascotas, Desarrollo Personal, Salud",Premium,Oro,Suburbio,Móvil,Diaria
726,41,Femenino,Bajo,Postgrado,"Mascotas, Desarrollo Personal",Premium,Plata,Ciudad,Tablet,Mensual
727,28,Masculino,Alto,Universidad,"Familia, Deportes",Premium,Bronce,Rural,PC,Semanal
728,55,No Binario,Bajo,Postgrado,"Salud, Deportes, Nutrición",Free,Bronce,Rural,Tablet,Semanal
729,44,Masculino,Medio,Doctorado,"Nutrición, Desarrollo Personal, Familia",Free,Bronce,Rural,Móvil,Mensual
730,33,Femenino,Alto,Doctorado,"Deportes, Desarrollo Personal",Free,Bronce,Rural,Móvil,Mensual
731,18,Prefiero no decir,Alto,Doctorado,"Mascotas, Bienestar Mental, Deportes",Free,Bronce,Rural,Móvil,Diaria
732,61,No Binario,Medio,Doctorado,Deportes,Premium,Plata,Suburbio,Móvil,Semanal
733,40,Femenino,Alto,Doctorado,Salud,Free,Bronce,Ciudad,PC,Diaria
734,24,No Binario,Medio,Doctorado,"Familia, Salud, Bienestar Mental",VIP,Bronce,Rural,PC,Semanal
735,31,No Binario,Alto,Secundaria,"Mascotas, Bienestar Mental, Salud",Free,Oro,Suburbio,Móvil,Mensual
736,22,Masculino,Medio,Secundaria,"Familia, Salud",Premium,Plata,Suburbio,Móvil,Mensual
737,33,Femenino,Medio,Doctorado,Familia,VIP,Oro,Rural,Móvil,Mensual
738,19,No Binario,Alto,Secundaria,Deportes,VIP,Plata,Suburbio,PC,Diaria
739,58,No Binario,Medio,Secundaria,"Bienestar Mental, Deportes, Nutrición",Premium,Plata,Rural,Tablet,Diaria
740,50,Femenino,Medio,Doctorado,"Familia, Bienestar Mental",VIP,Bronce,Ciudad,PC,Mensual
741,27,No Binario,Medio,Doctorado,"Familia, Nutrición, Deportes",Premium,Bronce,Ciudad,Tablet,Semanal
742,60,Prefiero no decir,Alto,Doctorado,Deportes,VIP,Bronce,Rural,Tablet,Diaria
743,28,No Binario,Bajo,Doctorado,"Desarrollo Personal, Deportes",Premium,Bronce,Suburbio,Móvil,Semanal
744,32,No Binario,Alto,Universidad,"Familia, Desarrollo Personal, Mascotas",Premium,Bronce,Suburbio,PC,Mensual
745,34,Masculino,Alto,Universidad,Familia,Premium,Bronce,Suburbio,PC,Diaria
746,50,Prefiero no decir,Alto,Doctorado,"Mascotas, Nutrición",Free,Plata,Rural,Tablet,Diaria
747,36,Prefiero no decir,Bajo,Universidad,"Salud, Bienestar Mental, Nutrición",Premium,Bronce,Ciudad,Tablet,Semanal
748,34,Masculino,Bajo,Universidad,"Mascotas, Salud",Premium,Plata,Ciudad,Móvil,Semanal
749,31,Prefiero no decir,Bajo,Secundaria,"Bienestar Mental, Salud",Premium,Plata,Ciudad,Móvil,Diaria
750,36,No Binario,Medio,Doctorado,"Familia, Nutrición",Premium,Oro,Rural,Tablet,Diaria
751,53,Prefiero no decir,Alto,Doctorado,"Nutrición, Deportes, Familia",Premium,Bronce,Ciudad,Móvil,Mensual
752,35,Prefiero no decir,Medio,Doctorado,Familia,VIP,Oro,Rural,Móvil,Semanal
753,30,Prefiero no decir,Medio,Doctorado,"Salud, Familia",Free,Plata,Suburbio,PC,Diaria
754,38,No Binario,Alto,Postgrado,"Salud, Desarrollo Personal",Premium,Plata,Suburbio,PC,Diaria
755,61,Prefiero no decir,Bajo,Doctorado,"Nutrición, Familia, Desarrollo Personal",Premium,Plata,Suburbio,Tablet,Semanal
756,40,No Binario,Alto,Universidad,"Salud, Desarrollo Personal",Free,Bronce,Ciudad,PC,Mensual
757,53,Prefiero no decir,Alto,Secundaria,Mascotas,Free,Oro,Rural,PC,Diaria
758,41,Masculino,Alto,Secundaria,Bienestar Mental,Premium,Oro,Suburbio,PC,Semanal
759,27,Masculino,Bajo,Universidad,"Familia, Salud, Desarrollo Personal",Free,Oro,Suburbio,Móvil,Semanal
760,41,No Binario,Bajo,Universidad,"Salud, Desarrollo Personal, Nutrición",VIP,Oro,Rural,PC,Diaria
761,27,No Binario,Bajo,Doctorado,"Mascotas, Bienestar Mental, Salud",Free,Oro,Suburbio,Tablet,Diaria
762,35,No Binario,Medio,Secundaria,Familia,VIP,Oro,Ciudad,PC,Semanal
763,20,Prefiero no decir,Alto,Secundaria,"Salud, Mascotas, Deportes",VIP,Oro,Rural,Móvil,Diaria
764,47,Femenino,Medio,Doctorado,"Mascotas, Bienestar Mental",Free,Bronce,Ciudad,Tablet,Mensual
765,48,Prefiero no decir,Bajo,Universidad,"Nutrición, Mascotas",Premium,Plata,Suburbio,PC,Mensual
766,39,Masculino,Medio,Postgrado,"Salud, Nutrición, Familia",Free,Oro,Suburbio,Tablet,Diaria
767,30,No Binario,Alto,Universidad,"Bienestar Mental, Mascotas, Deportes",VIP,Oro,Ciudad,PC,Mensual
768,26,Prefiero no decir,Alto,Universidad,Desarrollo Personal,Premium,Bronce,Ciudad,Tablet,Mensual
769,55,Femenino,Bajo,Doctorado,"Nutrición, Bienestar Mental, Desarrollo Personal",Premium,Plata,Suburbio,PC,Semanal
770,55,No Binario,Medio,Universidad,Desarrollo Personal,Free,Oro,Suburbio,PC,Diaria
771,49,No Binario,Bajo,Secundaria,Familia,Free,Oro,Rural,Móvil,Diaria
772,45,Masculino,Medio,Doctorado,"Deportes, Salud, Nutrición",Premium,Oro,Ciudad,Móvil,Mensual
773,53,Prefiero no decir,Alto,Postgrado,"Deportes, Desarrollo Personal, Salud",Free,Oro,Suburbio,PC,Mensual
774,35,Masculino,Medio,Postgrado,"Bienestar Mental, Mascotas, Nutrición",Free,Plata,Rural,Tablet,Semanal
775,46,Prefiero no decir,Alto,Doctorado,Deportes,Free,Bronce,Suburbio,PC,Mensual
776,22,Masculino,Alto,Secundaria,Familia,VIP,Bronce,Rural,Móvil,Semanal
777,36,Prefiero no decir,Bajo,Doctorado,Desarrollo Personal,VIP,Plata,Rural,Tablet,Semanal
778,45,Prefiero no decir,Medio,Doctorado,"Familia, Deportes",Free,Bronce,Ciudad,PC,Mensual
779,53,Masculino,Alto,Universidad,"Deportes, Familia",Free,Bronce,Ciudad,Tablet,Semanal
780,28,Masculino,Medio,Universidad,"Bienestar Mental, Mascotas, Desarrollo Personal",Premium,Bronce,Rural,Móvil,Diaria
781,62,Prefiero no decir,Bajo,Doctorado,Desarrollo Personal,Free,Oro,Rural,Tablet,Diaria
782,50,Femenino,Medio,Doctorado,Familia,VIP,Oro,Suburbio,Móvil,Diaria
783,60,Prefiero no decir,Medio,Doctorado,"Nutrición, Bienestar Mental, Desarrollo Personal",Free,Plata,Suburbio,PC,Diaria
784,53,Prefiero no decir,Bajo,Universidad,"Desarrollo Personal, Familia",VIP,Oro,Ciudad,Móvil,Semanal
785,40,Prefiero no decir,Bajo,Postgrado,"Nutrición, Desarrollo Personal",Free,Bronce,Suburbio,Tablet,Semanal
786,59,Prefiero no decir,Bajo,Secundaria,"Bienestar Mental, Deportes, Desarrollo Personal",Premium,Plata,Suburbio,PC,Mensual
787,31,Prefiero no decir,Medio,Secundaria,Familia,VIP,Oro,Suburbio,Tablet,Mensual
788,27,Masculino,Medio,Postgrado,Nutrición,Premium,Plata,Rural,PC,Mensual
789,45,No Binario,Bajo,Universidad,"Familia, Mascotas",Free,Oro,Rural,Tablet,Mensual
790,37,No Binario,Alto,Postgrado,"Familia, Bienestar Mental",Free,Oro,Ciudad,Móvil,Semanal
791,63,Prefiero no decir,Bajo,Doctorado,Nutrición,Premium,Oro,Ciudad,Móvil,Mensual
792,32,Masculino,Bajo,Doctorado,"Familia, Salud",Premium,Oro,Rural,Tablet,Semanal
793,34,No Binario,Alto,Postgrado,"Mascotas, Familia",Free,Plata,Rural,PC,Semanal
794,32,Femenino,Medio,Secundaria,"Familia, Mascotas, Nutrición",Premium,Oro,Suburbio,PC,Diaria
795,60,Femenino,Medio,Postgrado,Salud,Premium,Bronce,Rural,Tablet,Diaria
796,32,Femenino,Alto,Secundaria,Nutrición,VIP,Plata,Suburbio,Móvil,Diaria
797,61,Prefiero no decir,Bajo,Doctorado,"Desarrollo Personal, Familia",Free,Oro,Suburbio,Tablet,Diaria
798,48,Prefiero no decir,Medio,Doctorado,"Nutrición, Salud, Mascotas",Free,Plata,Rural,PC,Semanal
799,46,Prefiero no decir,Bajo,Doctorado,"Nutrición, Familia",Free,Bronce,Suburbio,Móvil,Diaria
800,54,Femenino,Alto,Secundaria,"Mascotas, Familia, Desarrollo Personal",VIP,Oro,Ciudad,Móvil,Mensual
801,41,No Binario,Alto,Postgrado,Salud,Premium,Bronce,Suburbio,Móvil,Diaria
802,25,Femenino,Medio,Secundaria,"Nutrición, Familia, Mascotas",Premium,Oro,Suburbio,PC,Diaria
803,49,Masculino,Alto,Postgrado,"Salud, Familia, Mascotas",VIP,Oro,Rural,Móvil,Diaria
804,42,Femenino,Alto,Doctorado,"Familia, Bienestar Mental",Free,Bronce,Ciudad,Móvil,Mensual
805,48,Femenino,Bajo,Universidad,Familia,Free,Plata,Ciudad,Tablet,Mensual
806,25,Masculino,Medio,Doctorado,"Nutrición, Desarrollo Personal",Free,Bronce,Ciudad,PC,Semanal
807,29,No Binario,Alto,Universidad,"Desarrollo Personal, Nutrición",Free,Bronce,Ciudad,Tablet,Semanal
808,58,Masculino,Medio,Universidad,"Deportes, Familia",Free,Oro,Suburbio,PC,Diaria
809,63,No Binario,Medio,Postgrado,Mascotas,Premium,Bronce,Ciudad,Tablet,Diaria
810,54,Femenino,Alto,Postgrado,"Bienestar Mental, Salud, Nutrición",Premium,Bronce,Ciudad,PC,Diaria
811,37,No Binario,Medio,Doctorado,"Bienestar Mental, Deportes",Premium,Plata,Ciudad,Móvil,Mensual
812,47,No Binario,Bajo,Doctorado,"Bienestar Mental, Salud",Premium,Oro,Suburbio,Móvil,Diaria
813,30,No Binario,Bajo,Universidad,Nutrición,Free,Oro,Ciudad,Móvil,Mensual
814,37,Masculino,Alto,Postgrado,Familia,Premium,Oro,Suburbio,Móvil,Semanal
815,51,Masculino,Bajo,Secundaria,Familia,Premium,Plata,Suburbio,Móvil,Mensual
816,29,No Binario,Medio,Universidad,Salud,Free,Bronce,Rural,Móvil,Mensual
817,27,No Binario,Alto,Secundaria,"Desarrollo Personal, Mascotas",Premium,Bronce,Rural,Móvil,Diaria
818,57,Prefiero no decir,Alto,Universidad,"Bienestar Mental, Salud, Nutrición",Premium,Bronce,Suburbio,Tablet,Semanal
819,58,Prefiero no decir,Alto,Doctorado,"Bienestar Mental, Desarrollo Personal, Mascotas",Premium,Bronce,Ciudad,Móvil,Diaria
820,47,Masculino,Bajo,Universidad,"Salud, Nutrición, Bienestar Mental",Free,Oro,Suburbio,Móvil,Diaria
821,30,Prefiero no decir,Bajo,Universidad,"Familia, Mascotas, Bienestar Mental",Premium,Bronce,Rural,Tablet,Diaria
822,53,Masculino,Bajo,Postgrado,"Deportes, Salud, Desarrollo Personal",Free,Plata,Ciudad,Móvil,Diaria
823,29,Masculino,Bajo,Secundaria,"Desarrollo Personal, Mascotas",Premium,Plata,Ciudad,Tablet,Semanal
824,34,No Binario,Medio,Postgrado,"Nutrición, Familia, Salud",Premium,Bronce,Suburbio,Tablet,Semanal
825,58,Masculino,Medio,Secundaria,"Salud, Bienestar Mental",Premium,Oro,Suburbio,Móvil,Diaria
826,49,Femenino,Alto,Postgrado,"Deportes, Nutrición",VIP,Plata,Suburbio,PC,Semanal
827,44,Masculino,Bajo,Postgrado,"Deportes, Bienestar Mental, Salud",Premium,Oro,Rural,Tablet,Semanal
828,27,Prefiero no decir,Medio,Postgrado,Nutrición,Free,Plata,Suburbio,Tablet,Diaria
829,38,No Binario,Bajo,Postgrado,Nutrición,VIP,Oro,Suburbio,Móvil,Semanal
830,60,Femenino,Alto,Secundaria,"Familia, Bienestar Mental, Deportes",Premium,Bronce,Rural,Tablet,Mensual
831,21,Femenino,Bajo,Universidad,"Bienestar Mental, Desarrollo Personal",Premium,Oro,Rural,Móvil,Mensual
832,57,Masculino,Bajo,Postgrado,Nutrición,VIP,Plata,Ciudad,Móvil,Mensual
833,22,Masculino,Alto,Secundaria,"Salud, Desarrollo Personal",Free,Bronce,Rural,Tablet,Mensual
834,45,Prefiero no decir,Bajo,Doctorado,"Desarrollo Personal, Familia, Salud",VIP,Bronce,Ciudad,PC,Diaria
835,22,Prefiero no decir,Bajo,Secundaria,"Salud, Deportes",Premium,Plata,Suburbio,Móvil,Mensual
836,47,Prefiero no decir,Medio,Secundaria,"Deportes, Nutrición",VIP,Oro,Rural,Tablet,Semanal
837,40,Prefiero no decir,Medio,Postgrado,"Familia, Deportes, Nutrición",Free,Bronce,Ciudad,Móvil,Semanal
838,37,Masculino,Bajo,Doctorado,"Mascotas, Nutrición, Salud",Free,Oro,Ciudad,PC,Mensual
839,29,No Binario,Alto,Postgrado,"Salud, Deportes",Free,Plata,Suburbio,PC,Semanal
840,26,Masculino,Bajo,Universidad,"Deportes, Nutrición, Desarrollo Personal",VIP,Oro,Suburbio,Móvil,Diaria
841,50,Femenino,Alto,Postgrado,"Nutrición, Salud, Desarrollo Personal",VIP,Oro,Rural,Tablet,Semanal
842,46,Femenino,Alto,Postgrado,"Familia, Deportes, Desarrollo Personal",Premium,Oro,Rural,Móvil,Diaria
843,50,Prefiero no decir,Bajo,Postgrado,Nutrición,Free,Oro,Ciudad,PC,Semanal
844,43,Prefiero no decir,Bajo,Doctorado,"Deportes, Mascotas, Familia",Premium,Plata,Suburbio,Tablet,Mensual
845,46,Masculino,Bajo,Doctorado,"Desarrollo Personal, Nutrición, Bienestar Mental",Premium,Oro,Ciudad,Tablet,Semanal
846,36,Prefiero no decir,Medio,Doctorado,Nutrición,Premium,Oro,Rural,Tablet,Semanal
