user_id,genero,intereses,edad_category
1067,Masculino,Nutrición,54-65
1068,Femenino,"Bienestar Mental, Deportes, Nutrición",30-41
1069,Prefiero no decir,Desarrollo Personal,30-41
1070,Femenino,Deportes,30-41
1071,Femenino,Desarrollo Personal,30-41
1072,Prefiero no decir,Mascotas,42-53
1073,Prefiero no decir,Deportes,18-29
1074,Femenino,Mascotas,18-29
1075,Masculino,"Bienestar Mental, Deportes",18-29
1076,Masculino,"Deportes, Nutrición, Salud",42-53
1077,Femenino,Familia,30-41
1078,Masculino,"Deportes, Familia",30-41
1079,Femenino,"Deportes, Desarrollo Personal, Nutrición",54-65
1080,Masculino,"Desarrollo Personal, Familia, Bienestar Mental",30-41
1081,No Binario,Salud,30-41
1082,Prefiero no decir,Salud,42-53
1083,Femenino,"Bienestar Mental, Deportes",30-41
1084,No Binario,"Deportes, Salud, Mascotas",54-65
1085,Femenino,"Familia, Deportes",42-53
1086,No Binario,Salud,42-53
1087,Prefiero no decir,"Bienestar Mental, Familia",42-53
1088,No Binario,"Bienestar Mental, Familia",42-53
1089,Prefiero no decir,"Bienestar Mental, Desarrollo Personal, Nutrición",18-29
1090,Femenino,"Nutrición, Familia, Salud",42-53
1091,No Binario,Nutrición,18-29
1092,Prefiero no decir,Nutrición,30-41
1093,Femenino,"Desarrollo Personal, Bienestar Mental, Nutrición",18-29
1094,No Binario,"Mascotas, Nutrición",42-53
1095,No Binario,"Salud, Deportes",42-53
1096,Prefiero no decir,Nutrición,42-53
1097,Masculino,"Deportes, Desarrollo Personal",30-41
1098,Femenino,"Nutrición, Familia",18-29
1099,Masculino,"Nutrición, Deportes",30-41
1100,Femenino,"Deportes, Mascotas, Desarrollo Personal",18-29
1101,No Binario,"Mascotas, Desarrollo Personal",18-29
1102,No Binario,"Desarrollo Personal, Bienestar Mental",18-29
1103,Prefiero no decir,"Nutrición, Bienestar Mental",30-41
1104,Masculino,"Mascotas, Deportes, Nutrición",54-65
1105,Femenino,Mascotas,54-65
1106,Prefiero no decir,"Salud, Nutrición, Mascotas",54-65
1107,No Binario,Deportes,18-29
1108,Femenino,Desarrollo Personal,18-29
1109,Femenino,Salud,18-29
1110,Masculino,Bienestar Mental,18-29
1111,Femenino,"Deportes, Familia, Bienestar Mental",18-29
1112,Femenino,"Deportes, Familia",42-53
1113,Masculino,"Deportes, Salud, Familia",30-41
1114,No Binario,Nutrición,30-41
1115,Prefiero no decir,"Mascotas, Nutrición, Familia",42-53
1116,Femenino,"Mascotas, Nutrición",18-29
1117,Masculino,"Nutrición, Bienestar Mental",54-65
1118,Masculino,"Salud, Desarrollo Personal",54-65
1119,Masculino,"Familia, Nutrición, Salud",54-65
1120,Femenino,"Nutrición, Mascotas, Familia",18-29
1121,Prefiero no decir,Deportes,54-65
1122,Prefiero no decir,Bienestar Mental,30-41
1123,Masculino,"Salud, Deportes",30-41
1124,Femenino,"Desarrollo Personal, Mascotas, Nutrición",54-65
1125,Femenino,Nutrición,18-29
1126,Prefiero no decir,"Desarrollo Personal, Deportes, Mascotas",30-41
1127,No Binario,"Desarrollo Personal, Mascotas",54-65
1128,No Binario,"Desarrollo Personal, Nutrición, Familia",18-29
1129,Femenino,"Deportes, Nutrición",42-53
1130,No Binario,"Nutrición, Mascotas, Bienestar Mental",18-29
1131,Prefiero no decir,"Salud, Deportes",54-65
1132,Prefiero no decir,"Familia, Deportes",30-41
1133,Prefiero no decir,Desarrollo Personal,54-65
1134,Prefiero no decir,"Salud, Nutrición, Familia",42-53
1135,Prefiero no decir,"Salud, Desarrollo Personal, Mascotas",30-41
1136,No Binario,"Desarrollo Personal, Mascotas, Familia",30-41
1137,Prefiero no decir,"Mascotas, Desarrollo Personal, Salud",42-53
1138,Prefiero no decir,Salud,54-65
1139,Prefiero no decir,"Salud, Deportes, Desarrollo Personal",54-65
1140,Femenino,"Mascotas, Desarrollo Personal, Salud",30-41
1141,Femenino,"Mascotas, Deportes",18-29
1142,Prefiero no decir,"Nutrición, Desarrollo Personal",54-65
1143,Prefiero no decir,"Familia, Bienestar Mental, Nutrición",42-53
1144,Femenino,"Deportes, Nutrición, Bienestar Mental",18-29
1145,No Binario,"Familia, Desarrollo Personal, Nutrición",54-65
1146,Masculino,Desarrollo Personal,54-65
1147,Prefiero no decir,"Familia, Salud",18-29
1148,Femenino,"Familia, Nutrición",30-41
1149,Masculino,"Deportes, Salud",18-29
1150,Femenino,Nutrición,42-53
1151,Masculino,Familia,30-41
1152,Masculino,Mascotas,30-41
1153,Prefiero no decir,"Nutrición, Mascotas, Bienestar Mental",18-29
1154,Femenino,Familia,42-53
1155,Masculino,Desarrollo Personal,54-65
1156,Femenino,Familia,54-65
1157,Femenino,"Salud, Familia",18-29
1158,Prefiero no decir,Desarrollo Personal,54-65
1159,No Binario,"Mascotas, Nutrición",54-65
1160,Masculino,"Familia, Deportes",54-65
1161,Prefiero no decir,Salud,54-65
1162,Prefiero no decir,"Bienestar Mental, Mascotas, Nutrición",42-53
1163,Masculino,Mascotas,42-53
1164,No Binario,"Desarrollo Personal, Mascotas",30-41
1165,No Binario,Mascotas,30-41
1166,Femenino,"Desarrollo Personal, Mascotas",18-29
1167,Prefiero no decir,"Familia, Nutrición",30-41
1168,Prefiero no decir,"Desarrollo Personal, Bienestar Mental, Nutrición",30-41
1169,Prefiero no decir,"Familia, Mascotas, Bienestar Mental",18-29
1170,No Binario,"Mascotas, Salud, Desarrollo Personal",18-29
1171,Masculino,Desarrollo Personal,54-65
1172,No Binario,Desarrollo Personal,30-41
1173,Femenino,"Bienestar Mental, Nutrición",30-41
1174,Masculino,"Mascotas, Nutrición",18-29
1175,No Binario,"Bienestar Mental, Nutrición, Mascotas",30-41
1176,Femenino,Salud,42-53
1177,Masculino,"Salud, Desarrollo Personal, Deportes",42-53
1178,Prefiero no decir,"Deportes, Familia, Desarrollo Personal",42-53
1179,Prefiero no decir,"Bienestar Mental, Mascotas",42-53
1180,No Binario,"Nutrición, Desarrollo Personal",42-53
1181,Prefiero no decir,"Desarrollo Personal, Salud",18-29
1182,Masculino,"Bienestar Mental, Familia",18-29
1183,No Binario,"Mascotas, Desarrollo Personal",54-65
1184,Femenino,"Desarrollo Personal, Mascotas, Nutrición",42-53
1185,No Binario,"Deportes, Desarrollo Personal",30-41
1186,No Binario,"Bienestar Mental, Nutrición",30-41
1187,Masculino,Desarrollo Personal,30-41
1188,No Binario,"Bienestar Mental, Deportes",42-53
1189,Prefiero no decir,"Familia, Nutrición",18-29
1190,No Binario,Deportes,30-41
1191,No Binario,"Familia, Mascotas",54-65
1192,Prefiero no decir,"Mascotas, Deportes, Familia",54-65
1193,Femenino,"Familia, Desarrollo Personal, Mascotas",54-65
1194,No Binario,Mascotas,18-29
1195,No Binario,"Bienestar Mental, Nutrición",30-41
1196,No Binario,Mascotas,30-41
1197,Femenino,"Bienestar Mental, Nutrición, Mascotas",18-29
1198,Masculino,"Mascotas, Salud",42-53
1199,No Binario,"Familia, Bienestar Mental",42-53
1200,Masculino,"Mascotas, Salud",18-29
1201,Femenino,"Salud, Desarrollo Personal",30-41
1202,Prefiero no decir,"Bienestar Mental, Familia",42-53
1203,No Binario,Deportes,30-41
1204,No Binario,Deportes,18-29
1205,No Binario,"Desarrollo Personal, Deportes, Mascotas",18-29
1206,No Binario,Bienestar Mental,18-29
1207,No Binario,Salud,54-65
1208,Prefiero no decir,Bienestar Mental,42-53
1209,Prefiero no decir,"Nutrición, Familia, Bienestar Mental",18-29
1210,Masculino,Salud,42-53
1211,No Binario,"Mascotas, Deportes, Bienestar Mental",30-41
1212,No Binario,"Mascotas, Desarrollo Personal, Familia",30-41
1213,No Binario,"Familia, Nutrición",42-53
1214,No Binario,Bienestar Mental,54-65
1215,Femenino,"Nutrición, Bienestar Mental, Familia",42-53
1216,No Binario,"Deportes, Nutrición",42-53
1217,Prefiero no decir,Nutrición,54-65
1218,No Binario,Familia,30-41
1219,No Binario,"Familia, Salud",42-53
1220,No Binario,"Nutrición, Bienestar Mental, Mascotas",54-65
1221,Prefiero no decir,"Desarrollo Personal, Nutrición, Familia",30-41
1222,Femenino,Mascotas,30-41
1223,Prefiero no decir,Familia,42-53
1224,Prefiero no decir,"Desarrollo Personal, Mascotas, Familia",42-53
1225,Prefiero no decir,"Familia, Desarrollo Personal",30-41
1226,Femenino,"Bienestar Mental, Salud, Desarrollo Personal",42-53
1227,Prefiero no decir,"Salud, Desarrollo Personal",42-53
1228,Femenino,"Desarrollo Personal, Salud, Familia",54-65
1229,Prefiero no decir,Bienestar Mental,30-41
1230,No Binario,"Deportes, Bienestar Mental",54-65
1231,No Binario,Bienestar Mental,42-53
1232,No Binario,"Nutrición, Bienestar Mental",18-29
1233,Prefiero no decir,"Nutrición, Bienestar Mental",30-41
1234,Masculino,Bienestar Mental,18-29
1235,Masculino,"Deportes, Salud",30-41
1236,Masculino,"Deportes, Nutrición",42-53
1237,No Binario,"Desarrollo Personal, Mascotas, Familia",42-53
1238,Masculino,"Bienestar Mental, Nutrición",54-65
1239,No Binario,"Familia, Mascotas",54-65
1240,Prefiero no decir,Familia,42-53
1241,No Binario,"Mascotas, Nutrición",18-29
1242,No Binario,"Salud, Desarrollo Personal, Nutrición",54-65
1243,Prefiero no decir,"Deportes, Salud, Familia",42-53
1244,Masculino,Familia,30-41
1245,Prefiero no decir,"Deportes, Nutrición, Salud",54-65
1246,Femenino,Salud,42-53
1247,Masculino,"Deportes, Salud, Nutrición",42-53
1248,Prefiero no decir,"Salud, Mascotas, Deportes",30-41
1249,Prefiero no decir,"Deportes, Nutrición, Salud",30-41
1250,No Binario,Familia,30-41
1251,Prefiero no decir,Mascotas,42-53
1252,Masculino,Deportes,54-65
1253,Prefiero no decir,"Familia, Desarrollo Personal",18-29
1254,Prefiero no decir,Mascotas,30-41
1255,Femenino,Deportes,30-41
1256,Prefiero no decir,"Nutrición, Familia, Bienestar Mental",42-53
1257,Masculino,"Deportes, Desarrollo Personal, Bienestar Mental",30-41
1258,Femenino,Bienestar Mental,30-41
1259,No Binario,"Salud, Bienestar Mental",18-29
1260,Masculino,"Desarrollo Personal, Mascotas",30-41
1261,No Binario,Deportes,30-41
1262,No Binario,"Deportes, Mascotas",42-53
1263,Masculino,"Salud, Bienestar Mental, Familia",18-29
1264,No Binario,Deportes,54-65
1265,Masculino,"Salud, Deportes, Familia",42-53
1266,Prefiero no decir,Salud,18-29
1267,Femenino,Deportes,42-53
1268,Prefiero no decir,"Salud, Deportes",42-53
1269,Prefiero no decir,"Desarrollo Personal, Nutrición, Mascotas",18-29
1270,Masculino,"Bienestar Mental, Desarrollo Personal, Nutrición",30-41
1271,No Binario,"Desarrollo Personal, Bienestar Mental, Salud",42-53
1272,No Binario,Familia,42-53
1273,Masculino,"Desarrollo Personal, Salud",42-53
1274,Femenino,"Desarrollo Personal, Salud, Deportes",18-29
1275,Prefiero no decir,"Familia, Nutrición",54-65
1276,No Binario,"Mascotas, Deportes, Salud",18-29
1277,Femenino,"Familia, Desarrollo Personal, Nutrición",42-53
1278,Femenino,"Salud, Nutrición, Mascotas",54-65
1279,Prefiero no decir,"Bienestar Mental, Desarrollo Personal",30-41
1280,Femenino,"Bienestar Mental, Nutrición, Familia",42-53
1281,No Binario,"Familia, Salud, Mascotas",18-29
1282,Prefiero no decir,"Familia, Salud, Bienestar Mental",30-41
1283,No Binario,Salud,30-41
1284,Prefiero no decir,"Desarrollo Personal, Mascotas",42-53
1285,No Binario,"Deportes, Nutrición, Familia",42-53
1286,Prefiero no decir,"Mascotas, Salud, Nutrición",18-29
1287,Masculino,"Nutrición, Salud",42-53
1288,No Binario,"Salud, Familia",18-29
1289,Femenino,Bienestar Mental,42-53
1290,Femenino,"Deportes, Desarrollo Personal",18-29
1291,Masculino,"Nutrición, Mascotas",30-41
1292,Prefiero no decir,Bienestar Mental,42-53
1293,No Binario,"Familia, Deportes",54-65
1294,No Binario,"Familia, Nutrición",42-53
1295,Masculino,Familia,18-29
1296,Masculino,"Mascotas, Deportes",42-53
1297,Prefiero no decir,"Nutrición, Familia, Desarrollo Personal",30-41
1298,Femenino,"Nutrición, Deportes, Bienestar Mental",18-29
1299,No Binario,Mascotas,42-53
1300,Prefiero no decir,"Salud, Desarrollo Personal",42-53
1301,Prefiero no decir,Familia,18-29
1302,No Binario,"Salud, Deportes",42-53
1303,Masculino,"Familia, Bienestar Mental",18-29
1304,Masculino,"Mascotas, Familia",42-53
1305,Prefiero no decir,"Mascotas, Nutrición",30-41
1306,Femenino,"Deportes, Mascotas",18-29
1307,Masculino,Desarrollo Personal,54-65
1308,Masculino,"Nutrición, Deportes, Salud",30-41
1309,Masculino,"Salud, Deportes",30-41
1310,Masculino,"Deportes, Salud, Mascotas",18-29
1311,No Binario,"Desarrollo Personal, Salud, Familia",42-53
1312,No Binario,"Bienestar Mental, Deportes, Salud",18-29
1313,Femenino,"Mascotas, Nutrición, Bienestar Mental",18-29
1314,Masculino,"Nutrición, Deportes, Mascotas",42-53
1315,Masculino,Nutrición,42-53
1316,No Binario,Familia,42-53
1317,Femenino,"Nutrición, Mascotas",30-41
1318,Femenino,"Nutrición, Familia",42-53
1319,No Binario,"Bienestar Mental, Deportes, Familia",54-65
1320,Femenino,"Nutrición, Mascotas, Salud",18-29
1321,No Binario,"Bienestar Mental, Mascotas",30-41
1322,Femenino,"Familia, Deportes, Mascotas",54-65
1323,Masculino,"Mascotas, Nutrición, Familia",30-41
1324,Masculino,"Salud, Familia, Nutrición",42-53
1325,No Binario,"Mascotas, Salud",42-53
1326,Masculino,Desarrollo Personal,30-41
1327,No Binario,"Bienestar Mental, Deportes",30-41
1328,Femenino,"Bienestar Mental, Salud",30-41
1329,Prefiero no decir,"Deportes, Salud",18-29
1330,Femenino,Deportes,18-29
1331,Femenino,Familia,54-65
1332,Masculino,"Nutrición, Desarrollo Personal, Bienestar Mental",54-65
1333,Femenino,Desarrollo Personal,42-53
1334,Prefiero no decir,"Mascotas, Familia, Bienestar Mental",30-41
1335,Femenino,"Mascotas, Nutrición, Bienestar Mental",42-53
1336,Prefiero no decir,"Bienestar Mental, Mascotas",54-65
1337,Prefiero no decir,Nutrición,54-65
1338,Prefiero no decir,"Nutrición, Mascotas",42-53
1339,No Binario,"Nutrición, Salud, Deportes",42-53
1340,Prefiero no decir,Mascotas,54-65
1341,Masculino,"Deportes, Familia, Nutrición",18-29
1342,No Binario,Nutrición,54-65
1343,Prefiero no decir,"Desarrollo Personal, Mascotas, Bienestar Mental",42-53
1344,Prefiero no decir,"Familia, Mascotas, Nutrición",54-65
1345,Masculino,"Bienestar Mental, Nutrición",30-41
1346,Femenino,"Mascotas, Deportes",54-65
1347,No Binario,"Desarrollo Personal, Mascotas",18-29
1348,Masculino,Deportes,42-53
1349,Prefiero no decir,"Desarrollo Personal, Salud, Nutrición",18-29
1350,Femenino,"Deportes, Familia, Bienestar Mental",18-29
1351,No Binario,Nutrición,18-29
1352,No Binario,"Familia, Desarrollo Personal",30-41
1353,No Binario,"Salud, Deportes",18-29
1354,Masculino,"Bienestar Mental, Mascotas",42-53
1355,Femenino,Deportes,30-41
1356,Masculino,"Desarrollo Personal, Salud",54-65
1357,Prefiero no decir,"Desarrollo Personal, Familia",42-53
1358,Masculino,Desarrollo Personal,30-41
1359,Femenino,Familia,54-65
1360,Masculino,"Deportes, Desarrollo Personal",54-65
1361,Prefiero no decir,Desarrollo Personal,18-29
1362,No Binario,"Mascotas, Nutrición, Familia",18-29
1363,Masculino,"Bienestar Mental, Familia, Deportes",54-65
1364,Masculino,Deportes,30-41
1365,Prefiero no decir,"Bienestar Mental, Mascotas, Deportes",18-29
1366,No Binario,"Salud, Deportes, Bienestar Mental",30-41
1367,Femenino,"Bienestar Mental, Deportes",54-65
1368,Masculino,"Salud, Mascotas, Nutrición",18-29
1369,Femenino,"Deportes, Salud, Nutrición",18-29
1370,Masculino,"Salud, Nutrición, Desarrollo Personal",42-53
1371,Femenino,"Deportes, Nutrición, Mascotas",42-53
1372,Prefiero no decir,"Familia, Bienestar Mental, Nutrición",54-65
1373,Femenino,"Deportes, Salud, Desarrollo Personal",30-41
1374,Femenino,Nutrición,30-41
1375,Prefiero no decir,"Desarrollo Personal, Mascotas, Familia",42-53
1376,Femenino,"Nutrición, Salud",42-53
1377,Prefiero no decir,"Bienestar Mental, Familia, Deportes",30-41
1378,Masculino,"Salud, Familia",54-65
1379,Prefiero no decir,Nutrición,54-65
1380,No Binario,Deportes,30-41
1381,Prefiero no decir,"Mascotas, Bienestar Mental",42-53
1382,Femenino,Familia,18-29
1383,Prefiero no decir,"Mascotas, Nutrición",18-29
1384,No Binario,Familia,30-41
1385,Masculino,"Nutrición, Mascotas, Bienestar Mental",30-41
1386,Prefiero no decir,"Desarrollo Personal, Familia",54-65
1387,Prefiero no decir,"Familia, Mascotas, Salud",30-41
1388,Femenino,"Familia, Nutrición, Bienestar Mental",54-65
1389,Prefiero no decir,"Salud, Bienestar Mental, Desarrollo Personal",18-29
1390,No Binario,"Bienestar Mental, Desarrollo Personal, Mascotas",42-53
1391,Prefiero no decir,"Desarrollo Personal, Deportes",18-29
1392,Masculino,"Deportes, Bienestar Mental, Mascotas",42-53
1393,Femenino,Bienestar Mental,54-65
1394,Prefiero no decir,Familia,30-41
1395,Masculino,Salud,18-29
1396,Masculino,Salud,30-41
1397,Prefiero no decir,"Familia, Salud, Desarrollo Personal",30-41
1398,Prefiero no decir,"Desarrollo Personal, Deportes, Bienestar Mental",54-65
1399,No Binario,"Salud, Desarrollo Personal, Bienestar Mental",30-41
1400,No Binario,Mascotas,54-65
1401,Masculino,"Desarrollo Personal, Salud, Deportes",18-29
1402,Masculino,"Familia, Salud, Bienestar Mental",42-53
1403,Masculino,Nutrición,30-41
1404,Masculino,Bienestar Mental,18-29
1405,Prefiero no decir,Familia,42-53
1406,No Binario,"Desarrollo Personal, Nutrición",42-53
1407,Femenino,"Desarrollo Personal, Bienestar Mental",54-65
1408,Prefiero no decir,"Nutrición, Deportes, Salud",18-29
1409,No Binario,"Desarrollo Personal, Salud, Deportes",54-65
1410,Femenino,Familia,54-65
1411,No Binario,Nutrición,54-65
1412,Prefiero no decir,Deportes,30-41
1413,Prefiero no decir,Deportes,18-29
1414,Prefiero no decir,"Mascotas, Bienestar Mental",18-29
1415,Masculino,"Mascotas, Salud, Nutrición",42-53
1416,Femenino,Mascotas,42-53
1417,Prefiero no decir,"Familia, Salud, Bienestar Mental",30-41
1418,No Binario,"Bienestar Mental, Desarrollo Personal, Salud",42-53
1419,Prefiero no decir,Mascotas,18-29
1420,Femenino,"Deportes, Salud, Nutrición",42-53
1421,Prefiero no decir,Deportes,18-29
1422,Femenino,"Desarrollo Personal, Nutrición",18-29
1423,No Binario,"Mascotas, Familia, Bienestar Mental",42-53
1424,Femenino,"Nutrición, Mascotas, Bienestar Mental",42-53
1425,Masculino,"Deportes, Salud, Desarrollo Personal",30-41
1426,Prefiero no decir,Deportes,54-65
1427,No Binario,Nutrición,42-53
1428,Femenino,"Salud, Bienestar Mental",54-65
1429,Masculino,"Familia, Desarrollo Personal, Nutrición",54-65
1430,Prefiero no decir,"Desarrollo Personal, Mascotas",54-65
1431,Masculino,"Salud, Desarrollo Personal, Deportes",30-41
1432,No Binario,"Desarrollo Personal, Familia, Nutrición",18-29
1433,No Binario,"Desarrollo Personal, Deportes",30-41
1434,Femenino,"Deportes, Bienestar Mental",42-53
1435,Femenino,"Desarrollo Personal, Nutrición",18-29
1436,Masculino,"Deportes, Salud, Desarrollo Personal",54-65
1437,No Binario,"Nutrición, Desarrollo Personal, Familia",42-53
1438,Femenino,"Desarrollo Personal, Nutrición, Deportes",30-41
1439,Masculino,"Desarrollo Personal, Mascotas, Deportes",54-65
1440,No Binario,"Mascotas, Nutrición",42-53
1441,Prefiero no decir,Desarrollo Personal,30-41
1442,No Binario,"Nutrición, Desarrollo Personal, Mascotas",30-41
1443,Prefiero no decir,Mascotas,42-53
1444,Prefiero no decir,Nutrición,42-53
1445,No Binario,Desarrollo Personal,30-41
1446,No Binario,"Salud, Mascotas",30-41
1447,Prefiero no decir,"Deportes, Mascotas",42-53
1448,Femenino,"Deportes, Desarrollo Personal",18-29
1449,Masculino,"Salud, Mascotas",42-53
1450,Prefiero no decir,"Bienestar Mental, Nutrición",54-65
1451,No Binario,Deportes,18-29
1452,No Binario,"Familia, Deportes, Bienestar Mental",54-65
1453,Masculino,"Familia, Desarrollo Personal, Deportes",42-53
1454,No Binario,Bienestar Mental,54-65
1455,Prefiero no decir,"Nutrición, Desarrollo Personal",54-65
1456,Femenino,Mascotas,42-53
1457,Masculino,Nutrición,30-41
1458,Masculino,"Deportes, Familia",18-29
1459,No Binario,"Desarrollo Personal, Bienestar Mental, Familia",54-65
1460,No Binario,"Mascotas, Nutrición, Desarrollo Personal",30-41
1461,Prefiero no decir,"Bienestar Mental, Nutrición",18-29
1462,Prefiero no decir,"Familia, Salud, Desarrollo Personal",18-29
1463,No Binario,"Familia, Nutrición",54-65
1464,Prefiero no decir,Desarrollo Personal,18-29
1465,No Binario,"Deportes, Nutrición",42-53
1466,Femenino,Familia,54-65
1467,No Binario,"Mascotas, Salud",54-65
1468,Femenino,Nutrición,42-53
1469,Masculino,"Salud, Desarrollo Personal, Mascotas",42-53
1470,Femenino,"Desarrollo Personal, Bienestar Mental",30-41
1471,No Binario,Salud,54-65
1472,Femenino,Salud,30-41
1473,No Binario,"Nutrición, Familia, Desarrollo Personal",30-41
1474,Masculino,Nutrición,18-29
1475,No Binario,Nutrición,18-29
1476,Prefiero no decir,Mascotas,18-29
1477,Femenino,Desarrollo Personal,54-65
1478,No Binario,"Mascotas, Salud, Bienestar Mental",30-41
1479,Masculino,"Nutrición, Mascotas, Bienestar Mental",30-41
1480,No Binario,"Mascotas, Nutrición",30-41
1481,No Binario,"Nutrición, Familia, Desarrollo Personal",30-41
1482,Femenino,Nutrición,30-41
1483,No Binario,Nutrición,54-65
1484,Prefiero no decir,Mascotas,18-29
1485,No Binario,"Mascotas, Deportes",30-41
1486,No Binario,Desarrollo Personal,42-53
1487,Femenino,Desarrollo Personal,54-65
1488,No Binario,"Deportes, Nutrición",30-41
1489,No Binario,Familia,54-65
1490,Prefiero no decir,"Desarrollo Personal, Familia, Bienestar Mental",54-65
1491,Femenino,"Mascotas, Bienestar Mental, Familia",54-65
1492,No Binario,Desarrollo Personal,30-41
1493,Femenino,"Familia, Salud",30-41
1494,Femenino,"Deportes, Bienestar Mental",30-41
1495,Femenino,"Mascotas, Nutrición",30-41
1496,Masculino,Deportes,42-53
1497,Masculino,Nutrición,18-29
1498,Femenino,"Mascotas, Desarrollo Personal, Salud",30-41
1499,Prefiero no decir,Nutrición,54-65
1500,Masculino,Nutrición,54-65
1501,Femenino,Deportes,30-41
1502,Femenino,"Familia, Deportes",54-65
1503,Femenino,"Nutrición, Familia",42-53
1504,Femenino,"Bienestar Mental, Mascotas",54-65
1505,Femenino,"Bienestar Mental, Desarrollo Personal, Deportes",30-41
1506,Masculino,"Deportes, Mascotas, Nutrición",18-29
1507,No Binario,"Mascotas, Deportes, Familia",18-29
1508,Prefiero no decir,Familia,42-53
1509,Femenino,"Mascotas, Nutrición",18-29
1510,Prefiero no decir,"Deportes, Mascotas, Desarrollo Personal",18-29
1511,Prefiero no decir,"Deportes, Salud, Nutrición",30-41
1512,Masculino,"Desarrollo Personal, Bienestar Mental",30-41
1513,Prefiero no decir,"Nutrición, Mascotas, Desarrollo Personal",54-65
1514,Prefiero no decir,"Salud, Nutrición, Familia",54-65
1515,Femenino,Mascotas,54-65
1516,Prefiero no decir,"Familia, Nutrición, Mascotas",18-29
1517,Femenino,Nutrición,30-41
1518,Masculino,"Nutrición, Deportes, Familia",30-41
1519,Femenino,"Deportes, Familia",18-29
1520,Prefiero no decir,"Mascotas, Desarrollo Personal",42-53
1521,Prefiero no decir,Salud,18-29
1522,No Binario,"Desarrollo Personal, Familia",54-65
1523,Masculino,"Mascotas, Desarrollo Personal, Nutrición",18-29
1524,Masculino,"Familia, Desarrollo Personal",18-29
1525,Femenino,"Salud, Bienestar Mental, Nutrición",18-29
1526,Prefiero no decir,"Familia, Desarrollo Personal, Deportes",18-29
1527,No Binario,Nutrición,54-65
1528,Masculino,Familia,18-29
1529,No Binario,"Deportes, Nutrición",30-41
1530,Masculino,Familia,54-65
1531,Femenino,Nutrición,30-41
1532,Femenino,"Bienestar Mental, Familia, Nutrición",18-29
1533,Masculino,Mascotas,30-41
1534,Prefiero no decir,Deportes,30-41
1535,Masculino,"Familia, Deportes, Desarrollo Personal",30-41
1536,Prefiero no decir,"Salud, Familia, Mascotas",54-65
1537,Femenino,Bienestar Mental,18-29
1538,Femenino,Mascotas,54-65
1539,No Binario,Mascotas,18-29
1540,Prefiero no decir,"Desarrollo Personal, Salud, Familia",18-29
1541,Prefiero no decir,Desarrollo Personal,18-29
1542,Masculino,"Mascotas, Bienestar Mental",18-29
1543,Femenino,"Familia, Bienestar Mental, Desarrollo Personal",42-53
1544,Prefiero no decir,"Nutrición, Salud",54-65
1545,Prefiero no decir,"Mascotas, Bienestar Mental, Nutrición",42-53
1546,Femenino,"Bienestar Mental, Salud",18-29
1547,Femenino,"Desarrollo Personal, Bienestar Mental, Nutrición",54-65
1548,No Binario,"Mascotas, Salud",18-29
1549,Masculino,"Desarrollo Personal, Familia, Deportes",18-29
1550,No Binario,Salud,54-65
1551,No Binario,"Deportes, Desarrollo Personal, Familia",42-53
1552,No Binario,Nutrición,54-65
1553,No Binario,"Desarrollo Personal, Nutrición",42-53
1554,Femenino,"Mascotas, Familia, Nutrición",30-41
1555,No Binario,Deportes,18-29
1556,Femenino,"Nutrición, Deportes, Familia",54-65
1557,No Binario,"Bienestar Mental, Mascotas, Familia",54-65
1558,Masculino,"Mascotas, Bienestar Mental, Desarrollo Personal",30-41
1559,Prefiero no decir,"Familia, Bienestar Mental, Salud",42-53
1560,No Binario,"Desarrollo Personal, Deportes",30-41
1561,Femenino,"Mascotas, Deportes",42-53
1562,No Binario,"Desarrollo Personal, Bienestar Mental, Deportes",18-29
1563,No Binario,Familia,42-53
1564,Prefiero no decir,"Desarrollo Personal, Deportes",30-41
1565,Prefiero no decir,Bienestar Mental,30-41
1566,No Binario,"Deportes, Nutrición",54-65
1567,No Binario,"Desarrollo Personal, Salud",18-29
1568,Masculino,Familia,54-65
1569,No Binario,"Mascotas, Familia",42-53
1570,No Binario,"Salud, Deportes, Mascotas",42-53
1571,Masculino,"Deportes, Salud",42-53
1572,Masculino,Salud,30-41
1573,Femenino,"Desarrollo Personal, Salud",42-53
1574,Femenino,"Bienestar Mental, Familia",42-53
1575,Femenino,Familia,30-41
1576,Femenino,Salud,30-41
1577,Masculino,Desarrollo Personal,42-53
1578,No Binario,"Nutrición, Familia, Bienestar Mental",30-41
1579,Prefiero no decir,"Mascotas, Nutrición",18-29
1580,No Binario,Salud,18-29
1581,Femenino,"Deportes, Familia, Mascotas",30-41
1582,Prefiero no decir,"Nutrición, Desarrollo Personal, Salud",30-41
1583,Femenino,Mascotas,30-41
1584,Prefiero no decir,"Bienestar Mental, Familia, Deportes",54-65
1585,Femenino,"Mascotas, Bienestar Mental",42-53
1586,No Binario,"Salud, Deportes",42-53
1587,Masculino,Deportes,18-29
1588,No Binario,"Salud, Deportes, Familia",42-53
1589,Femenino,"Bienestar Mental, Mascotas",18-29
1590,Masculino,"Salud, Desarrollo Personal",18-29
1591,No Binario,Deportes,18-29
1592,Prefiero no decir,"Salud, Nutrición, Bienestar Mental",18-29
1593,Prefiero no decir,"Salud, Bienestar Mental",42-53
1594,Femenino,"Mascotas, Deportes",18-29
1595,No Binario,"Mascotas, Bienestar Mental, Familia",18-29
