user_id,product_id,tipo_interaccion,nuevo_rating,index
3764,1506,Comentario,0.0,11
2097,564,Comentario,0.5,14
3292,1032,Valoracion,0.0,8
703,1540,Valoracion,0.25,13
1450,1425,Valoracion,0.5,4
1249,459,Valoracion,0.75,11
4493,1774,Valoracion,1.0,4
3185,1477,Comentario,1.0,14
3994,1382,Valoracion,1.0,9
997,138,Comentario,0.0,1
307,707,Valoracion,0.5,2
846,381,Valoracion,0.75,2
4108,740,Comentario,1.0,9
2702,1686,Comentario,0.0,9
960,1210,Comentario,0.0,8
722,1369,Comentario,0.5,14
44,186,Valoracion,0.75,5
3161,430,Comentario,0.5,11
2587,1781,Comentario,0.0,12
4997,1173,Valoracion,1.0,4
2511,968,Valoracion,0.75,2
1301,452,Comentario,1.0,1
1026,659,Comentario,1.0,11
2738,575,Comentario,0.0,12
383,746,Valoracion,0.5,13
1337,901,Valoracion,0.25,4
216,1278,Comentario,0.5,11
822,990,Valoracion,0.75,3
3228,829,Valoracion,0.0,8
1239,938,Comentario,1.0,11
279,1603,Comentario,1.0,3
706,82,Valoracion,0.75,5
2511,938,Valoracion,0.75,11
4284,1948,Valoracion,1.0,14
4571,396,Valoracion,0.0,8
4118,471,Comentario,1.0,4
3846,109,Comentario,1.0,5
231,1250,Valoracion,1.0,14
3818,764,Comentario,0.5,13
3903,924,Valoracion,0.25,8
2608,386,Comentario,0.5,12
3909,668,Comentario,0.5,12
1720,1727,Valoracion,0.25,8
4199,751,Valoracion,0.0,12
3185,166,Valoracion,0.75,2
4536,462,Valoracion,0.25,13
2560,673,Valoracion,0.75,8
1371,253,Valoracion,1.0,6
1815,1477,Valoracion,0.5,14
4282,1192,Comentario,0.5,1
391,104,Valoracion,0.0,5
518,434,Comentario,0.5,3
2015,499,Comentario,1.0,15
4326,1592,Valoracion,0.75,14
3080,978,Valoracion,0.75,15
3139,785,Valoracion,0.25,13
1398,949,Comentario,0.5,4
3843,98,Valoracion,1.0,13
3309,1331,Valoracion,1.0,10
3838,1881,Valoracion,0.5,14
4194,1978,Comentario,1.0,11
1793,1011,Valoracion,0.0,14
4309,644,Valoracion,0.75,1
3421,814,Comentario,0.5,13
4282,250,Comentario,0.5,7
2660,1206,Valoracion,0.25,9
1135,1584,Comentario,1.0,4
1540,1955,Comentario,0.5,4
1512,1948,Comentario,0.5,14
4322,268,Valoracion,0.0,15
2654,1008,Comentario,1.0,12
1501,678,Valoracion,0.25,1
4710,168,Comentario,1.0,10
3171,209,Comentario,0.5,4
2130,1843,Comentario,0.0,1
416,878,Comentario,0.0,9
3724,1883,Valoracion,1.0,12
505,577,Valoracion,0.75,13
3903,1684,Comentario,1.0,1
3477,1091,Valoracion,0.0,8
1140,1458,Comentario,1.0,10
449,1899,Valoracion,0.75,1
3906,926,Valoracion,1.0,1
627,836,Comentario,0.0,8
1375,1784,Valoracion,0.75,7
4086,1079,Valoracion,0.5,5
2289,765,Comentario,1.0,5
4331,227,Valoracion,1.0,10
1699,695,Valoracion,0.5,7
4624,1971,Valoracion,0.0,6
3686,1746,Comentario,0.5,2
1724,837,Valoracion,0.25,12
4152,1712,Comentario,0.0,14
2546,61,Valoracion,1.0,13
4088,1295,Comentario,1.0,7
2933,1716,Comentario,1.0,2
1750,513,Comentario,0.5,8
1006,670,Valoracion,1.0,1
3434,1169,Valoracion,0.75,15
2355,633,Comentario,0.5,6
257,608,Valoracion,0.5,3
2317,1551,Valoracion,0.5,6
4274,1860,Valoracion,0.0,5
2422,646,Comentario,0.5,14
2580,862,Valoracion,0.75,6
2873,1765,Comentario,1.0,1
1477,878,Valoracion,0.25,9
3440,502,Valoracion,0.5,10
979,996,Comentario,1.0,7
3563,813,Comentario,0.5,9
4018,88,Valoracion,0.5,9
1824,611,Comentario,0.5,13
4644,1459,Comentario,0.0,12
1027,952,Comentario,0.0,5
4835,116,Comentario,1.0,6
1736,66,Comentario,0.5,13
1672,587,Valoracion,0.75,1
967,619,Valoracion,0.5,3
2135,1433,Comentario,0.0,9
2383,300,Valoracion,0.5,9
395,913,Comentario,0.5,13
2746,1149,Valoracion,0.25,11
1623,1255,Valoracion,1.0,3
171,1916,Comentario,0.5,1
1946,1469,Comentario,0.5,13
904,389,Valoracion,0.0,3
4066,312,Comentario,1.0,12
1307,1341,Valoracion,0.0,12
1182,290,Valoracion,1.0,2
2209,391,Comentario,1.0,8
1539,1516,Valoracion,0.25,14
3963,1021,Comentario,0.0,2
4191,550,Valoracion,0.75,13
2342,63,Comentario,1.0,14
1801,1147,Valoracion,0.5,8
3729,691,Comentario,1.0,6
3402,1722,Valoracion,0.0,9
3982,109,Comentario,1.0,5
4359,1482,Valoracion,0.0,3
2329,972,Valoracion,0.5,14
918,451,Comentario,0.5,8
619,200,Comentario,0.5,15
1530,1228,Comentario,0.5,7
4978,1230,Valoracion,0.75,5
4775,1061,Valoracion,0.75,13
3491,1914,Comentario,0.5,11
1995,1729,Valoracion,0.75,5
1453,939,Valoracion,1.0,2
81,853,Valoracion,0.75,13
3879,739,Valoracion,0.25,2
3897,403,Valoracion,0.5,14
3322,1271,Valoracion,0.5,1
3859,1620,Valoracion,0.5,13
2645,335,Comentario,1.0,9
4983,1928,Comentario,1.0,10
552,1497,Comentario,0.5,9
1955,439,Valoracion,0.0,7
838,350,Comentario,0.5,5
4622,583,Comentario,0.0,15
3750,1199,Valoracion,0.75,5
588,1529,Valoracion,0.0,8
2595,195,Comentario,0.5,1
3278,845,Valoracion,0.5,13
2431,634,Comentario,0.5,1
519,1177,Comentario,1.0,12
2841,126,Comentario,1.0,9
223,966,Valoracion,0.25,10
3483,701,Comentario,0.5,2
3128,1020,Comentario,1.0,2
3712,1781,Valoracion,0.0,12
4144,157,Comentario,1.0,5
4097,617,Valoracion,0.0,11
2828,1037,Valoracion,0.0,9
4594,1888,Valoracion,0.25,15
990,599,Valoracion,1.0,2
3850,1343,Valoracion,1.0,15
2302,941,Comentario,1.0,7
655,613,Comentario,1.0,4
4150,1439,Valoracion,0.5,13
293,1022,Comentario,0.0,13
1463,1161,Valoracion,0.0,7
1343,462,Comentario,0.5,13
2765,1362,Valoracion,0.5,11
4567,386,Comentario,0.5,12
2746,936,Comentario,0.5,6
1072,1011,Comentario,1.0,14
3079,1254,Valoracion,1.0,12
4120,1590,Valoracion,0.5,8
1866,1300,Valoracion,0.25,9
3985,1516,Valoracion,0.75,14
3544,449,Comentario,0.0,3
738,1003,Valoracion,0.0,11
23,549,Valoracion,0.75,11
488,162,Valoracion,1.0,12
3183,1906,Comentario,0.5,8
1042,445,Valoracion,0.75,14
1310,129,Comentario,0.5,15
4437,726,Valoracion,0.75,1
917,882,Comentario,1.0,11
485,81,Valoracion,0.0,10
2389,1921,Valoracion,0.0,15
2131,1794,Comentario,1.0,8
3312,80,Comentario,0.5,14
956,1139,Comentario,1.0,10
1211,589,Valoracion,0.0,13
1105,330,Valoracion,0.25,7
2939,1954,Valoracion,0.25,11
822,444,Valoracion,0.25,1
4178,1610,Valoracion,0.75,14
1600,1146,Valoracion,0.75,3
1187,577,Comentario,0.5,13
2180,1964,Valoracion,0.25,7
3934,526,Comentario,1.0,2
1573,80,Valoracion,0.5,14
3968,433,Valoracion,0.25,14
2753,1356,Comentario,1.0,10
4648,1770,Valoracion,0.0,4
2517,1948,Valoracion,0.75,14
3980,622,Valoracion,1.0,5
3857,112,Comentario,0.5,11
2618,1150,Valoracion,0.75,2
4652,1268,Comentario,0.0,2
2416,181,Comentario,0.5,13
2449,1126,Comentario,0.5,6
1898,1424,Comentario,0.5,10
2929,80,Valoracion,0.5,14
3151,1660,Valoracion,1.0,12
2889,129,Valoracion,0.75,15
3640,764,Valoracion,0.0,13
4115,986,Valoracion,0.0,7
1804,185,Comentario,1.0,9
982,1558,Comentario,1.0,14
666,1709,Comentario,1.0,2
821,1069,Valoracion,0.25,13
2733,1856,Valoracion,1.0,5
741,666,Valoracion,0.0,5
3085,548,Comentario,0.5,11
2990,1498,Comentario,1.0,14
4394,1315,Comentario,0.5,8
4434,1261,Comentario,1.0,10
2591,1916,Valoracion,0.0,1
353,1913,Valoracion,0.25,13
2332,1538,Valoracion,1.0,4
41,406,Comentario,0.0,2
62,166,Valoracion,0.0,2
4579,1050,Valoracion,0.5,6
50,684,Valoracion,0.75,15
3271,962,Comentario,1.0,1
2582,1171,Comentario,1.0,7
1917,1993,Comentario,0.0,4
4853,482,Valoracion,0.75,1
2358,1323,Comentario,1.0,9
44,1216,Comentario,0.0,4
3841,448,Valoracion,0.0,4
2573,1448,Comentario,1.0,2
3531,397,Valoracion,0.0,13
2979,917,Valoracion,0.5,11
3732,435,Comentario,1.0,15
4670,737,Comentario,1.0,15
2641,1502,Comentario,0.5,9
3741,1339,Comentario,0.5,15
258,1573,Valoracion,0.25,7
3189,892,Comentario,0.0,15
2672,1652,Valoracion,1.0,11
4891,1169,Valoracion,0.25,15
1027,875,Comentario,1.0,15
4032,292,Valoracion,0.5,6
3198,1541,Comentario,0.5,12
3402,1992,Valoracion,1.0,4
3947,1788,Valoracion,0.0,9
4631,1936,Valoracion,0.0,4
2010,1022,Comentario,0.0,13
711,1409,Valoracion,0.5,8
2556,1306,Comentario,0.5,13
4785,659,Valoracion,0.0,11
994,778,Valoracion,0.25,13
1332,1596,Comentario,0.5,6
1193,869,Comentario,1.0,11
869,1888,Valoracion,0.75,15
1310,622,Valoracion,0.25,5
4752,316,Comentario,0.5,14
1864,877,Comentario,0.5,14
4241,136,Comentario,0.5,11
947,1963,Comentario,0.5,11
3168,1419,Comentario,0.5,13
288,1612,Comentario,0.0,15
3514,755,Comentario,0.5,5
1698,1587,Comentario,1.0,11
1243,192,Comentario,0.0,14
2905,1516,Comentario,0.5,14
3378,1583,Comentario,1.0,1
3299,1670,Comentario,0.5,15
1199,1433,Valoracion,0.25,9
1244,1414,Comentario,0.5,5
3705,1397,Comentario,0.5,11
184,788,Comentario,0.0,4
3921,1048,Valoracion,0.0,7
136,1553,Comentario,0.0,6
3063,1230,Valoracion,0.75,5
2819,1904,Comentario,0.0,6
2394,1114,Comentario,0.5,6
3566,96,Comentario,1.0,2
1091,1739,Comentario,0.0,12
1923,375,Valoracion,1.0,2
4096,1344,Valoracion,0.25,6
1377,649,Valoracion,0.0,14
4570,1708,Valoracion,0.0,3
3216,1223,Comentario,0.0,2
3445,1237,Comentario,0.0,7
4990,680,Valoracion,0.75,5
3736,216,Comentario,0.5,1
3737,747,Valoracion,0.75,1
3756,1341,Comentario,0.5,12
262,275,Comentario,0.5,12
1983,1544,Valoracion,0.5,4
762,1800,Valoracion,0.5,5
4758,513,Comentario,0.5,8
3268,1761,Comentario,1.0,5
4658,486,Comentario,0.0,2
2980,940,Comentario,0.0,8
1790,1346,Comentario,1.0,5
1472,1463,Valoracion,1.0,1
4711,1085,Valoracion,0.0,12
1124,1405,Comentario,0.5,6
2114,569,Valoracion,1.0,9
4281,1096,Valoracion,0.75,15
3205,617,Valoracion,0.25,11
4286,820,Valoracion,0.75,10
3385,437,Valoracion,0.25,2
1578,1095,Valoracion,0.75,7
11,1859,Valoracion,0.5,14
3761,1679,Comentario,0.0,9
416,767,Valoracion,1.0,2
1416,1575,Comentario,0.5,11
4176,1771,Valoracion,0.5,6
3825,668,Valoracion,0.5,12
1696,545,Comentario,1.0,14
1638,1380,Valoracion,0.0,15
3362,801,Valoracion,0.5,2
1713,429,Comentario,1.0,5
2220,1637,Comentario,0.0,9
4028,727,Comentario,1.0,12
4165,229,Valoracion,0.0,2
4141,1205,Valoracion,1.0,14
1286,1645,Comentario,0.5,15
2723,1319,Comentario,1.0,8
372,1763,Valoracion,0.5,9
3306,819,Valoracion,0.75,12
1651,900,Valoracion,0.75,3
2885,274,Comentario,1.0,2
4253,1287,Valoracion,0.5,8
2875,1422,Comentario,0.5,6
1344,1542,Valoracion,1.0,3
2487,38,Valoracion,1.0,13
4349,192,Comentario,0.0,14
1776,1186,Valoracion,0.0,8
3942,1106,Valoracion,0.5,5
4804,1598,Comentario,0.0,9
4978,614,Comentario,1.0,8
1673,663,Valoracion,1.0,3
2125,1557,Comentario,1.0,15
3508,1647,Comentario,0.0,13
810,551,Comentario,1.0,1
3804,1528,Valoracion,0.75,15
4932,1945,Comentario,0.5,15
4658,395,Comentario,0.5,13
316,504,Valoracion,1.0,6
3523,1989,Valoracion,0.75,4
4513,452,Comentario,0.5,1
1828,1362,Comentario,1.0,11
1059,204,Valoracion,1.0,5
4408,825,Valoracion,0.5,7
2476,1460,Valoracion,0.5,12
1166,249,Valoracion,0.0,1
70,1257,Comentario,0.5,15
4876,1653,Comentario,0.0,12
1019,761,Valoracion,0.0,11
835,1955,Comentario,0.5,4
122,1893,Comentario,0.0,3
156,232,Valoracion,0.25,6
3231,1361,Comentario,0.0,15
2968,302,Comentario,1.0,13
1478,1113,Valoracion,0.75,2
2148,400,Valoracion,0.75,8
1592,1231,Valoracion,0.75,11
888,601,Valoracion,0.25,2
4554,776,Comentario,1.0,11
3900,1049,Comentario,1.0,8
2089,81,Valoracion,0.5,10
4403,1312,Valoracion,0.25,6
2246,1875,Comentario,1.0,8
4216,922,Comentario,0.5,7
1837,1743,Comentario,1.0,7
2915,1796,Valoracion,0.75,15
1544,618,Comentario,0.5,10
4715,632,Valoracion,0.75,9
364,1912,Comentario,1.0,9
2251,222,Valoracion,0.75,8
4177,746,Valoracion,0.75,13
3385,786,Valoracion,1.0,14
2085,643,Comentario,1.0,9
2598,882,Valoracion,0.75,11
963,97,Comentario,0.5,9
922,1074,Comentario,1.0,2
2910,1371,Comentario,1.0,7
2467,1816,Valoracion,0.0,14
2023,75,Valoracion,0.0,5
2665,1416,Valoracion,1.0,8
3999,313,Valoracion,0.75,14
3160,328,Comentario,0.5,4
179,1818,Comentario,0.0,5
1717,1040,Comentario,0.0,12
4448,722,Valoracion,0.0,4
1872,1658,Valoracion,0.25,8
382,832,Comentario,0.5,9
4635,373,Valoracion,1.0,15
4732,686,Comentario,0.5,8
523,111,Comentario,0.5,14
2013,633,Comentario,1.0,6
3719,1236,Comentario,0.5,6
2834,1448,Comentario,1.0,2
1297,35,Valoracion,1.0,7
1134,1646,Comentario,1.0,4
28,1975,Comentario,0.0,14
4783,481,Valoracion,0.0,9
1207,1080,Valoracion,0.0,9
471,387,Comentario,1.0,3
4980,1256,Comentario,0.5,13
414,721,Comentario,1.0,3
2982,309,Valoracion,0.5,14
2577,1285,Comentario,1.0,2
689,430,Valoracion,0.75,11
518,1124,Comentario,1.0,8
4982,1493,Comentario,1.0,6
586,545,Comentario,0.0,14
4239,1609,Comentario,1.0,3
2667,629,Comentario,1.0,5
1369,1984,Comentario,1.0,8
1317,302,Comentario,0.5,13
4223,481,Valoracion,0.0,9
2700,1246,Comentario,1.0,5
2829,4,Comentario,0.5,12
23,139,Valoracion,0.0,14
4146,1942,Valoracion,0.25,12
1665,458,Comentario,1.0,6
113,1517,Valoracion,0.25,7
2511,819,Comentario,0.5,12
134,1841,Comentario,1.0,3
1272,1584,Valoracion,0.0,4
1087,1313,Comentario,0.0,14
14,1951,Valoracion,0.75,1
638,1975,Valoracion,0.0,14
1769,985,Valoracion,0.75,2
2473,940,Valoracion,0.75,8
4363,1944,Valoracion,1.0,15
1342,491,Valoracion,0.5,8
3127,918,Comentario,0.5,14
3124,149,Valoracion,0.25,3
3217,599,Comentario,1.0,2
4619,1368,Valoracion,0.25,11
3717,347,Valoracion,0.5,6
3254,363,Comentario,0.5,2
2011,750,Comentario,1.0,4
583,1914,Valoracion,0.75,11
3137,607,Comentario,0.0,15
4575,1302,Comentario,0.5,9
4622,183,Valoracion,1.0,15
4949,1499,Comentario,1.0,9
2496,1983,Valoracion,0.0,8
1853,1421,Comentario,0.5,15
504,1709,Comentario,1.0,2
4904,1071,Valoracion,0.0,4
1309,588,Comentario,0.5,15
975,317,Valoracion,0.25,6
485,462,Comentario,1.0,13
4777,1587,Valoracion,0.25,11
3362,417,Valoracion,0.5,10
856,681,Comentario,1.0,4
1180,1626,Valoracion,0.0,14
3786,152,Comentario,0.5,3
3132,342,Valoracion,1.0,3
4241,597,Valoracion,0.5,4
4759,1302,Valoracion,1.0,9
2704,1433,Valoracion,0.0,9
3955,1544,Valoracion,1.0,4
2524,1478,Valoracion,0.5,7
2454,1730,Valoracion,0.25,5
4769,14,Valoracion,1.0,3
2188,28,Comentario,0.5,14
4194,1255,Comentario,1.0,3
4101,1523,Comentario,0.5,7
2235,1980,Valoracion,0.25,10
3478,266,Valoracion,0.0,7
2488,1981,Comentario,0.5,8
3910,1240,Comentario,1.0,4
3095,309,Comentario,0.0,14
4080,118,Comentario,1.0,7
1870,1316,Comentario,0.5,13
1559,1403,Comentario,0.5,5
4040,52,Valoracion,0.75,7
3779,787,Valoracion,1.0,6
3686,1178,Valoracion,0.25,10
426,193,Comentario,1.0,4
4060,1145,Comentario,0.0,12
1532,1508,Comentario,1.0,8
4013,1107,Comentario,1.0,2
3849,1030,Comentario,1.0,11
1964,1692,Comentario,0.5,7
4035,108,Comentario,1.0,3
1400,986,Comentario,1.0,7
4711,1824,Comentario,1.0,2
1797,1139,Comentario,1.0,10
2728,1813,Comentario,1.0,7
4173,1598,Valoracion,0.75,9
4175,759,Comentario,0.5,9
3583,334,Comentario,0.5,12
68,1078,Comentario,1.0,5
2320,420,Valoracion,0.25,2
2010,1595,Comentario,0.5,4
2781,269,Valoracion,0.5,7
2600,1464,Valoracion,0.75,2
4584,709,Comentario,1.0,13
3999,1731,Comentario,1.0,15
4185,1007,Comentario,0.5,15
83,1661,Valoracion,0.75,3
3173,457,Comentario,0.5,14
268,1917,Valoracion,0.5,10
3971,920,Comentario,0.5,6
855,1826,Comentario,0.0,14
2065,665,Comentario,0.0,6
1405,1360,Comentario,0.5,15
2495,887,Comentario,1.0,14
1328,709,Valoracion,0.75,13
1424,1683,Comentario,1.0,7
2572,927,Comentario,0.5,13
3642,1908,Valoracion,0.75,3
3999,222,Valoracion,0.75,8
1810,323,Valoracion,0.25,2
291,705,Valoracion,0.5,15
553,1060,Valoracion,0.75,6
3606,1200,Valoracion,0.5,9
1758,1254,Comentario,1.0,12
4454,573,Valoracion,1.0,13
2227,1211,Valoracion,1.0,5
3794,722,Valoracion,0.0,4
206,1030,Valoracion,0.25,11
3827,389,Valoracion,0.25,3
4434,825,Valoracion,0.5,7
412,1335,Valoracion,1.0,4
4883,1787,Valoracion,0.25,3
387,377,Comentario,0.5,7
45,1666,Valoracion,1.0,5
23,65,Comentario,1.0,14
69,1761,Comentario,0.5,5
3900,1269,Valoracion,0.75,7
3780,900,Comentario,1.0,3
636,1340,Comentario,0.0,4
2907,844,Comentario,1.0,2
2874,1930,Comentario,0.5,1
2357,740,Comentario,0.5,9
4377,1457,Valoracion,0.75,15
4875,382,Valoracion,0.75,11
1133,1374,Comentario,0.5,11
656,1904,Comentario,1.0,6
4808,494,Valoracion,1.0,15
2603,1612,Comentario,0.5,15
4037,905,Valoracion,1.0,8
431,1450,Comentario,0.5,2
4293,1803,Valoracion,0.25,9
740,276,Valoracion,1.0,5
1523,653,Comentario,0.5,3
2944,615,Comentario,0.0,9
322,851,Valoracion,0.25,8
2889,638,Valoracion,0.5,10
3242,26,Valoracion,0.0,11
4634,1664,Valoracion,1.0,14
1610,615,Comentario,0.5,9
1882,1166,Comentario,0.5,12
2733,1152,Valoracion,0.5,4
815,384,Valoracion,0.25,7
2169,725,Valoracion,0.25,11
748,1158,Valoracion,0.25,4
1192,381,Valoracion,0.75,2
4350,1269,Comentario,0.5,7
47,172,Comentario,0.5,4
942,338,Comentario,0.5,12
2059,1155,Comentario,0.5,7
850,1669,Comentario,0.0,3
2187,1407,Comentario,0.5,4
3496,482,Comentario,1.0,1
2721,1152,Comentario,0.0,4
1505,1786,Comentario,0.5,12
4295,949,Comentario,0.0,4
4457,1768,Valoracion,0.75,5
274,190,Valoracion,0.75,8
4139,361,Comentario,1.0,5
3554,83,Valoracion,1.0,7
1725,1848,Comentario,0.5,12
2483,967,Comentario,1.0,15
3511,1605,Comentario,0.5,12
1299,1074,Valoracion,0.75,2
1278,769,Comentario,1.0,10
67,244,Valoracion,0.25,14
3109,1003,Valoracion,0.75,11
1850,278,Valoracion,0.5,12
4258,1094,Valoracion,0.25,3
530,11,Comentario,0.5,7
3367,114,Valoracion,0.5,8
4569,827,Comentario,0.5,10
962,983,Comentario,0.5,3
2459,959,Valoracion,0.5,6
2178,1502,Comentario,0.0,9
1167,485,Valoracion,0.75,15
3483,1113,Valoracion,0.25,2
1678,1311,Comentario,0.0,10
108,724,Comentario,0.5,2
1888,80,Valoracion,0.5,14
3143,727,Comentario,1.0,12
4765,1423,Comentario,1.0,6
1770,1535,Comentario,0.0,13
28,1891,Comentario,0.5,5
319,787,Valoracion,1.0,6
3645,1033,Comentario,0.0,8
4010,1284,Valoracion,0.75,4
741,1881,Comentario,0.0,14
134,1880,Comentario,1.0,14
4305,810,Comentario,1.0,15
1598,1795,Comentario,0.5,9
3049,775,Comentario,1.0,10
35,1164,Valoracion,0.75,11
1313,1909,Comentario,0.5,12
3679,1187,Comentario,0.0,10
3729,1854,Comentario,0.5,1
1821,302,Valoracion,0.5,13
1867,741,Valoracion,0.5,9
2321,1936,Comentario,1.0,4
4797,487,Valoracion,0.25,2
2155,647,Comentario,0.0,8
3525,1249,Comentario,1.0,9
440,877,Comentario,1.0,14
528,771,Comentario,1.0,13
986,849,Comentario,1.0,2
331,1034,Valoracion,0.5,15
2062,994,Comentario,1.0,13
4410,1097,Comentario,0.5,12
1253,939,Valoracion,0.0,2
572,1671,Valoracion,0.0,2
2347,481,Comentario,0.5,9
4724,1795,Comentario,0.5,9
2901,479,Comentario,1.0,15
4960,156,Valoracion,0.75,1
2501,1035,Valoracion,0.0,8
4854,1187,Comentario,0.0,10
197,1282,Valoracion,0.75,3
989,577,Valoracion,0.0,13
4499,545,Comentario,1.0,14
564,1273,Comentario,0.0,9
1563,558,Comentario,0.5,2
1417,1231,Comentario,0.0,11
2796,621,Valoracion,0.0,4
3381,1978,Valoracion,0.0,11
4809,913,Comentario,0.0,13
1372,1906,Valoracion,0.25,8
3810,1904,Valoracion,1.0,6
2327,832,Valoracion,1.0,9
1290,1941,Valoracion,0.25,1
2063,1453,Comentario,0.5,7
900,1989,Valoracion,0.25,4
503,747,Comentario,0.0,1
2248,1495,Comentario,0.5,10
4562,550,Valoracion,0.0,13
4375,1121,Comentario,0.5,1
2141,149,Valoracion,0.5,3
516,1539,Valoracion,0.25,11
843,1238,Valoracion,0.25,7
2326,570,Comentario,0.5,12
2488,43,Valoracion,1.0,12
4728,664,Comentario,0.5,11
3768,1019,Comentario,0.5,3
3810,1489,Comentario,1.0,9
4668,1591,Valoracion,1.0,2
2580,134,Comentario,1.0,1
1483,704,Comentario,0.5,4
4507,145,Valoracion,0.25,1
3971,1399,Valoracion,0.0,8
1140,488,Valoracion,0.0,8
647,1326,Comentario,0.5,9
1820,922,Valoracion,0.25,7
4541,1525,Comentario,1.0,8
4632,992,Valoracion,0.0,11
3467,1227,Valoracion,0.75,2
2954,1554,Comentario,1.0,13
2673,925,Valoracion,0.75,12
1448,971,Comentario,0.5,9
3593,800,Comentario,0.0,3
3566,1144,Valoracion,0.0,7
1405,1728,Comentario,0.5,13
4214,1967,Comentario,0.5,2
3054,1525,Comentario,0.5,8
168,1426,Valoracion,1.0,9
4917,1520,Valoracion,0.0,3
3435,1135,Comentario,1.0,8
1572,279,Valoracion,0.5,13
4683,1395,Comentario,0.5,9
350,1394,Valoracion,0.0,6
1357,1100,Valoracion,0.0,6
3938,1188,Valoracion,0.5,9
2704,849,Valoracion,0.75,2
1577,496,Comentario,0.5,5
2224,838,Comentario,0.0,4
622,580,Valoracion,0.0,2
3620,545,Valoracion,0.25,14
1758,1421,Comentario,0.0,15
4551,1307,Valoracion,1.0,7
462,1203,Valoracion,0.0,11
1320,748,Comentario,0.5,11
4984,1849,Comentario,1.0,14
238,971,Comentario,0.5,9
2426,572,Comentario,0.5,4
3721,505,Valoracion,0.0,6
1645,54,Valoracion,0.75,15
4826,332,Comentario,1.0,2
1328,1952,Valoracion,0.25,3
933,1066,Valoracion,0.25,12
3443,80,Valoracion,0.0,14
2284,273,Comentario,0.5,13
1544,442,Valoracion,0.25,2
4349,1066,Comentario,0.5,12
1759,1092,Comentario,0.5,6
2719,223,Valoracion,0.5,14
4731,8,Valoracion,0.75,5
4517,147,Valoracion,0.25,2
1275,1454,Valoracion,0.75,2
3761,619,Comentario,1.0,3
4283,831,Valoracion,0.0,12
4739,1517,Valoracion,0.75,7
3177,303,Valoracion,1.0,9
3317,1093,Valoracion,0.75,11
1663,1122,Comentario,1.0,15
3599,620,Valoracion,0.5,4
3745,1543,Valoracion,0.75,10
2326,312,Valoracion,0.5,12
1921,281,Valoracion,0.5,3
3938,1518,Valoracion,0.25,9
3928,1116,Comentario,1.0,12
421,1247,Comentario,0.5,6
4618,378,Valoracion,0.5,1
1851,474,Valoracion,0.0,13
1501,976,Comentario,0.5,9
1622,1311,Valoracion,0.5,10
4691,1798,Valoracion,0.0,1
1320,1663,Comentario,0.5,6
1951,1108,Valoracion,0.25,8
3186,1636,Comentario,1.0,7
3568,1186,Valoracion,1.0,8
771,802,Comentario,1.0,10
2285,1010,Valoracion,0.25,7
4066,408,Valoracion,0.25,14
751,459,Valoracion,0.75,11
4648,1181,Comentario,0.5,4
763,928,Comentario,1.0,8
1962,1872,Valoracion,0.0,1
68,1842,Comentario,1.0,3
3179,8,Valoracion,0.5,5
1478,1707,Comentario,0.0,3
2430,205,Comentario,0.5,9
2802,1274,Valoracion,0.25,3
1631,897,Comentario,0.5,14
4742,1504,Valoracion,0.75,4
1706,1604,Valoracion,0.0,15
2384,1917,Comentario,0.5,10
3135,1153,Comentario,1.0,15
635,504,Comentario,1.0,6
1196,1119,Comentario,1.0,10
2721,181,Comentario,0.0,13
3816,404,Comentario,1.0,1
4553,221,Valoracion,0.25,7
4581,28,Comentario,1.0,14
368,197,Comentario,1.0,14
198,736,Valoracion,0.5,2
3428,303,Comentario,1.0,9
2132,1705,Valoracion,0.25,11
1949,478,Comentario,0.5,14
2595,1722,Comentario,0.5,9
1474,59,Valoracion,0.75,1
309,8,Valoracion,0.25,5
414,841,Valoracion,0.0,6
410,473,Valoracion,0.75,15
990,166,Comentario,0.0,2
3123,1896,Valoracion,0.0,4
4646,845,Valoracion,0.0,13
1431,931,Valoracion,0.75,2
1909,1242,Comentario,0.5,6
3198,1077,Valoracion,0.75,3
1642,524,Valoracion,0.5,3
521,179,Valoracion,1.0,9
920,1281,Comentario,0.0,6
799,906,Valoracion,0.75,6
2523,769,Valoracion,0.75,10
2729,162,Valoracion,0.75,12
317,1254,Valoracion,1.0,12
732,1089,Valoracion,0.5,8
1169,245,Valoracion,0.25,14
3489,654,Valoracion,1.0,13
4198,1946,Comentario,1.0,10
1690,1670,Comentario,1.0,15
4014,1520,Valoracion,0.25,3
4685,1464,Valoracion,0.25,2
4966,241,Valoracion,0.75,10
3644,270,Comentario,0.5,5
2534,1920,Valoracion,0.25,12
2495,610,Valoracion,0.5,2
679,1178,Valoracion,0.75,10
1431,225,Valoracion,0.5,2
4150,1212,Valoracion,0.5,6
890,1058,Valoracion,0.5,11
4453,1099,Valoracion,1.0,11
344,996,Comentario,0.5,7
602,778,Valoracion,0.0,13
2456,726,Valoracion,0.5,1
1738,1264,Valoracion,0.25,9
291,196,Valoracion,1.0,1
4741,788,Comentario,1.0,4
301,1853,Comentario,1.0,14
4931,1799,Valoracion,1.0,8
3947,268,Valoracion,0.75,15
4473,1688,Comentario,0.0,8
3438,1749,Valoracion,0.0,3
2801,929,Comentario,0.5,4
1482,632,Comentario,0.5,9
4504,1443,Valoracion,0.0,3
